N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Tipo de factura,Año,Mes,Día,Hora,Día de la semana
537471,2020-12-07 10:51:00,14344.0,United Kingdom,3,17.85,F,2020,12,7,10,lunes
562034,2021-08-02 09:14:00,12449.0,Belgium,267,777.95,F,2021,8,2,9,lunes
C562709,2021-08-08 14:32:00,17511.0,United Kingdom,-11,-29.49,ND,2021,8,8,14,domingo
572516,2021-10-24 14:45:00,,United Kingdom,-71,0.0,F,2021,10,24,14,domingo
561108,2021-07-25 11:43:00,,United Kingdom,-7,0.0,F,2021,7,25,11,domingo
568332,2021-09-26 14:30:00,13434.0,United Kingdom,240,461.4,F,2021,9,26,14,domingo
556823,2021-06-15 10:24:00,,United Kingdom,8,77.72,F,2021,6,15,10,martes
C574010,2021-11-02 11:51:00,17841.0,United Kingdom,-3,-10.35,ND,2021,11,2,11,martes
537456,2020-12-07 09:43:00,17450.0,United Kingdom,780,1989.24,F,2020,12,7,9,lunes
569693,2021-10-05 15:18:00,17837.0,United Kingdom,105,250.95,F,2021,10,5,15,martes
573131,2021-10-27 16:44:00,15622.0,United Kingdom,106,381.95,F,2021,10,27,16,miércoles
540099,2021-01-04 16:41:00,15808.0,United Kingdom,322,733.92,F,2021,1,4,16,lunes
546220,2021-03-10 12:16:00,16745.0,United Kingdom,584,541.1,F,2021,3,10,12,miércoles
C578039,2021-11-22 14:13:00,17338.0,United Kingdom,-1,-10.95,ND,2021,11,22,14,lunes
560252,2021-07-17 12:35:00,13468.0,United Kingdom,61,115.87,F,2021,7,17,12,sábado
569653,2021-10-05 12:52:00,12451.0,Switzerland,1650,2539.56,F,2021,10,5,12,martes
553545,2021-05-17 15:37:00,,United Kingdom,68,430.14,F,2021,5,17,15,lunes
575475,2021-11-09 16:03:00,17702.0,United Kingdom,302,485.6,F,2021,11,9,16,martes
575703,2021-11-10 16:59:00,13767.0,United Kingdom,902,1735.3,F,2021,11,10,16,miércoles
556279,2021-06-09 19:55:00,14562.0,United Kingdom,59,215.39,F,2021,6,9,19,miércoles
578951,2021-11-27 14:40:00,15514.0,United Kingdom,277,499.23,F,2021,11,27,14,sábado
578947,2021-11-27 13:49:00,14547.0,United Kingdom,438,534.58,F,2021,11,27,13,sábado
570129,2021-10-07 13:34:00,12885.0,United Kingdom,293,519.47,F,2021,10,7,13,jueves
566607,2021-09-13 16:40:00,13032.0,United Kingdom,175,496.3,F,2021,9,13,16,lunes
580887,2021-12-06 12:26:00,13755.0,United Kingdom,80,156.9,F,2021,12,6,12,lunes
C561682,2021-07-28 19:27:00,13631.0,United Kingdom,-7,-48.65,ND,2021,7,28,19,miércoles
552523,2021-05-09 16:38:00,15797.0,United Kingdom,200,330.0,F,2021,5,9,16,domingo
541263,2021-01-16 16:10:00,16843.0,United Kingdom,534,759.06,F,2021,1,16,16,sábado
542796,2021-02-01 11:07:00,17356.0,United Kingdom,166,178.22,F,2021,2,1,11,lunes
566776,2021-09-15 09:53:00,14911.0,EIRE,226,368.37,F,2021,9,15,9,miércoles
544170,2021-02-16 14:01:00,16148.0,United Kingdom,72,76.32,F,2021,2,16,14,martes
539469,2020-12-19 13:59:00,17841.0,United Kingdom,152,283.52,F,2020,12,19,13,sábado
549670,2021-04-11 12:45:00,16168.0,United Kingdom,88,141.2,F,2021,4,11,12,domingo
573902,2021-11-01 14:51:00,17428.0,United Kingdom,48,311.18,F,2021,11,1,14,lunes
544826,2021-02-24 09:36:00,14513.0,United Kingdom,7,18.75,F,2021,2,24,9,miércoles
541086,2021-01-13 12:32:00,16503.0,United Kingdom,118,353.7,F,2021,1,13,12,miércoles
543824,2021-02-14 09:31:00,14631.0,United Kingdom,160,309.5,F,2021,2,14,9,domingo
552464,2021-05-09 15:12:00,12726.0,France,333,223.4,F,2021,5,9,15,domingo
C567359,2021-09-19 16:33:00,15201.0,United Kingdom,-14,-8.59,ND,2021,9,19,16,domingo
551515,2021-05-01 10:51:00,15606.0,United Kingdom,104,320.88,F,2021,5,1,10,sábado
540160,2021-01-05 11:50:00,15769.0,United Kingdom,1032,2574.48,F,2021,1,5,11,martes
565631,2021-09-05 15:49:00,14680.0,United Kingdom,568,1226.16,F,2021,9,5,15,domingo
580281,2021-12-02 13:15:00,12704.0,Finland,81,198.76,F,2021,12,2,13,jueves
559157,2021-07-06 15:53:00,13999.0,United Kingdom,167,307.03,F,2021,7,6,15,martes
566257,2021-09-11 12:34:00,13324.0,United Kingdom,680,855.6,F,2021,9,11,12,sábado
568724,2021-09-28 16:27:00,,United Kingdom,-21,0.0,F,2021,9,28,16,martes
554286,2021-05-23 14:16:00,17686.0,United Kingdom,97,386.96,F,2021,5,23,14,domingo
546741,2021-03-16 12:22:00,13261.0,United Kingdom,20,99.0,F,2021,3,16,12,martes
546029,2021-03-09 08:59:00,15206.0,United Kingdom,6,17.7,F,2021,3,9,8,martes
543278,2021-02-06 14:43:00,16745.0,United Kingdom,406,203.82,F,2021,2,6,14,sábado
540630,2021-01-10 11:59:00,17849.0,United Kingdom,19,217.75,F,2021,1,10,11,domingo
559817,2021-07-12 16:20:00,,United Kingdom,652,1839.58,F,2021,7,12,16,lunes
547563,2021-03-24 08:56:00,15651.0,United Kingdom,238,227.32,F,2021,3,24,8,miércoles
554105,2021-05-22 14:04:00,14711.0,United Kingdom,111,213.06,F,2021,5,22,14,sábado
539442,2020-12-17 15:39:00,16558.0,United Kingdom,127,311.15,F,2020,12,17,15,jueves
563952,2021-08-22 10:44:00,15572.0,United Kingdom,267,679.25,F,2021,8,22,10,domingo
545162,2021-02-28 13:35:00,16187.0,United Kingdom,247,480.9,F,2021,2,28,13,domingo
564966,2021-08-31 15:08:00,17677.0,United Kingdom,24,34.8,F,2021,8,31,15,martes
578354,2021-11-24 10:12:00,17139.0,United Kingdom,232,468.52,F,2021,11,24,10,miércoles
C555729,2021-06-06 16:50:00,13552.0,United Kingdom,-14,-129.29,ND,2021,6,6,16,domingo
550986,2021-04-21 18:06:00,,United Kingdom,378,1654.97,F,2021,4,21,18,miércoles
572926,2021-10-27 09:23:00,15659.0,United Kingdom,111,306.45,F,2021,10,27,9,miércoles
570292,2021-10-10 11:59:00,13418.0,United Kingdom,124,370.68,F,2021,10,10,11,domingo
550972,2021-04-21 17:05:00,14031.0,United Kingdom,46,99.63,F,2021,4,21,17,miércoles
541850,2021-01-23 13:58:00,14224.0,United Kingdom,99,244.3,F,2021,1,23,13,sábado
573124,2021-10-27 16:24:00,13654.0,United Kingdom,24,99.6,F,2021,10,27,16,miércoles
C565597,2021-09-05 14:29:00,12709.0,Germany,-5,-19.03,ND,2021,9,5,14,domingo
571080,2021-10-13 15:19:00,13719.0,United Kingdom,77,250.49,F,2021,10,13,15,miércoles
565420,2021-09-04 12:09:00,16326.0,United Kingdom,85,313.05,F,2021,9,4,12,sábado
554633,2021-05-25 11:44:00,14287.0,United Kingdom,144,17.28,F,2021,5,25,11,martes
543464,2021-02-08 14:15:00,16779.0,United Kingdom,308,364.32,F,2021,2,8,14,lunes
C540852,2021-01-12 09:48:00,15197.0,United Kingdom,-12,-419.4,ND,2021,1,12,9,martes
553655,2021-05-18 11:14:00,16775.0,United Kingdom,31,114.7,F,2021,5,18,11,martes
553559,2021-05-17 17:12:00,14931.0,Channel Islands,1,293.0,F,2021,5,17,17,lunes
551391,2021-04-28 12:06:00,15514.0,United Kingdom,152,385.2,F,2021,4,28,12,miércoles
559491,2021-07-08 13:53:00,,United Kingdom,119,646.04,F,2021,7,8,13,jueves
544391,2021-02-18 11:53:00,15755.0,United Kingdom,198,314.68,F,2021,2,18,11,jueves
C538692,2020-12-14 09:58:00,13599.0,United Kingdom,-2,-7.24,ND,2020,12,14,9,lunes
C542402,2021-01-27 16:05:00,16124.0,United Kingdom,-7,-61.85,ND,2021,1,27,16,miércoles
542505,2021-01-28 12:04:00,,United Kingdom,2560,0.0,F,2021,1,28,12,jueves
575039,2021-11-08 11:53:00,15005.0,United Kingdom,245,327.22,F,2021,11,8,11,lunes
544098,2021-02-16 10:04:00,16019.0,United Kingdom,396,1129.35,F,2021,2,16,10,martes
C566472,2021-09-12 18:19:00,16187.0,United Kingdom,-8,-39.6,ND,2021,9,12,18,domingo
548997,2021-04-05 14:33:00,,United Kingdom,20,0.0,F,2021,4,5,14,lunes
C562577,2021-08-07 13:09:00,15518.0,United Kingdom,-1,-1.65,ND,2021,8,7,13,sábado
C557879,2021-06-23 13:15:00,14911.0,EIRE,-1,-4.25,ND,2021,6,23,13,miércoles
579495,2021-11-29 15:34:00,13576.0,United Kingdom,180,327.48,F,2021,11,29,15,lunes
565852,2021-09-07 13:11:00,,United Kingdom,7,14.1,F,2021,9,7,13,martes
569550,2021-10-04 17:32:00,15955.0,United Kingdom,10,8.5,F,2021,10,4,17,lunes
556827,2021-06-15 10:29:00,15134.0,United Kingdom,101,171.63,F,2021,6,15,10,martes
541278,2021-01-17 11:53:00,14135.0,United Kingdom,52,167.4,F,2021,1,17,11,domingo
553192,2021-05-15 13:27:00,15333.0,United Kingdom,344,1028.56,F,2021,5,15,13,sábado
549502,2021-04-08 15:07:00,,United Kingdom,1,0.0,F,2021,4,8,15,jueves
548739,2021-04-04 11:28:00,15493.0,United Kingdom,106,412.49,F,2021,4,4,11,domingo
562949,2021-08-11 09:47:00,14346.0,United Kingdom,501,759.14,F,2021,8,11,9,miércoles
542806,2021-02-01 11:20:00,12836.0,United Kingdom,254,798.99,F,2021,2,1,11,lunes
573757,2021-11-01 09:46:00,17166.0,United Kingdom,21,78.75,F,2021,11,1,9,lunes
542925,2021-02-02 09:39:00,14457.0,United Kingdom,88,113.64,F,2021,2,2,9,martes
545158,2021-02-28 13:28:00,15874.0,United Kingdom,52,584.35,F,2021,2,28,13,domingo
549826,2021-04-12 12:53:00,15044.0,United Kingdom,114,440.5,F,2021,4,12,12,lunes
573830,2021-11-01 11:35:00,16960.0,United Kingdom,76,148.96,F,2021,11,1,11,lunes
548196,2021-03-29 15:44:00,16011.0,United Kingdom,63,118.55,F,2021,3,29,15,lunes
575331,2021-11-09 13:52:00,13209.0,United Kingdom,593,1049.66,F,2021,11,9,13,martes
566491,2021-09-13 10:25:00,14060.0,United Kingdom,216,294.24,F,2021,9,13,10,lunes
556514,2021-06-13 10:45:00,,United Kingdom,2,23.25,F,2021,6,13,10,domingo
572670,2021-10-25 13:14:00,13685.0,United Kingdom,1524,594.36,F,2021,10,25,13,lunes
554356,2021-05-24 09:25:00,12670.0,France,210,393.34,F,2021,5,24,9,lunes
570868,2021-10-12 16:18:00,,United Kingdom,96,0.0,F,2021,10,12,16,martes
549264,2021-04-07 12:45:00,,United Kingdom,-21,0.0,F,2021,4,7,12,miércoles
566062,2021-09-08 15:39:00,14522.0,United Kingdom,251,482.07,F,2021,9,8,15,miércoles
545598,2021-03-04 11:16:00,,United Kingdom,-278,0.0,F,2021,3,4,11,jueves
542965,2021-02-02 11:22:00,,United Kingdom,2,0.0,F,2021,2,2,11,martes
551293,2021-04-27 14:28:00,14298.0,United Kingdom,618,428.64,F,2021,4,27,14,martes
C543743,2021-02-11 13:39:00,12505.0,Italy,-1,-4.5,ND,2021,2,11,13,jueves
C546191,2021-03-10 10:57:00,16422.0,United Kingdom,-35,-24.5,ND,2021,3,10,10,miércoles
C577131,2021-11-17 20:01:00,15861.0,United Kingdom,-1,-165.0,ND,2021,11,17,20,miércoles
574747,2021-11-07 08:34:00,15618.0,United Kingdom,239,357.81,F,2021,11,7,8,domingo
555846,2021-06-07 13:21:00,14180.0,United Kingdom,21,149.15,F,2021,6,7,13,lunes
540455,2021-01-07 12:07:00,12583.0,France,491,730.16,F,2021,1,7,12,jueves
573293,2021-10-28 15:14:00,,United Kingdom,10,0.0,F,2021,10,28,15,jueves
562721,2021-08-08 16:31:00,15985.0,United Kingdom,208,242.84,F,2021,8,8,16,domingo
545021,2021-02-25 14:11:00,17663.0,United Kingdom,179,371.39,F,2021,2,25,14,jueves
555367,2021-06-02 14:28:00,17900.0,United Kingdom,49,79.8,F,2021,6,2,14,miércoles
569907,2021-10-06 16:41:00,12569.0,Germany,13,77.4,F,2021,10,6,16,miércoles
559819,2021-07-12 16:58:00,12682.0,France,117,256.7,F,2021,7,12,16,lunes
C570331,2021-10-10 12:18:00,14606.0,United Kingdom,-1,-0.39,ND,2021,10,10,12,domingo
C565284,2021-09-02 11:31:00,12471.0,Germany,-13,-84.72,ND,2021,9,2,11,jueves
575579,2021-11-10 11:49:00,13081.0,United Kingdom,144,72.0,F,2021,11,10,11,miércoles
567918,2021-09-22 17:20:00,,United Kingdom,-1,0.0,F,2021,9,22,17,miércoles
578665,2021-11-24 17:02:00,16570.0,United Kingdom,208,427.08,F,2021,11,24,17,miércoles
547796,2021-03-25 12:34:00,14646.0,Netherlands,731,1407.86,F,2021,3,25,12,jueves
554967,2021-05-27 16:23:00,,United Kingdom,1,5.95,F,2021,5,27,16,jueves
C538531,2020-12-13 10:31:00,13715.0,United Kingdom,-2,-7.5,ND,2020,12,13,10,domingo
543032,2021-02-02 15:39:00,12990.0,United Kingdom,50,97.5,F,2021,2,2,15,martes
562166,2021-08-03 12:10:00,13209.0,United Kingdom,524,595.26,F,2021,8,3,12,martes
C561684,2021-07-28 19:36:00,13136.0,United Kingdom,-2,-16.5,ND,2021,7,28,19,miércoles
556235,2021-06-09 15:29:00,12778.0,Netherlands,85,84.0,F,2021,6,9,15,miércoles
571741,2021-10-19 10:36:00,15610.0,United Kingdom,66,112.46,F,2021,10,19,10,martes
C546217,2021-03-10 12:04:00,14057.0,United Kingdom,-168,-70.56,ND,2021,3,10,12,miércoles
537354,2020-12-06 12:23:00,12748.0,United Kingdom,85,133.07,F,2020,12,6,12,domingo
560576,2021-07-19 14:59:00,17287.0,United Kingdom,110,202.07,F,2021,7,19,14,lunes
581253,2021-12-08 11:15:00,16891.0,United Kingdom,28,115.95,F,2021,12,8,11,miércoles
576368,2021-11-14 18:33:00,,United Kingdom,-864,0.0,F,2021,11,14,18,domingo
572913,2021-10-26 16:21:00,15993.0,United Kingdom,678,863.89,F,2021,10,26,16,martes
547324,2021-03-22 11:27:00,13014.0,United Kingdom,108,317.8,F,2021,3,22,11,lunes
551900,2021-05-05 10:45:00,,United Kingdom,2,0.0,F,2021,5,5,10,miércoles
572534,2021-10-24 16:07:00,,United Kingdom,-2,0.0,F,2021,10,24,16,domingo
579489,2021-11-29 15:22:00,16775.0,United Kingdom,27,129.15,F,2021,11,29,15,lunes
565480,2021-09-05 11:27:00,18273.0,United Kingdom,40,102.0,F,2021,9,5,11,domingo
565369,2021-09-02 15:02:00,,United Kingdom,1,0.0,F,2021,9,2,15,jueves
551558,2021-05-03 10:41:00,17841.0,United Kingdom,152,327.71,F,2021,5,3,10,lunes
C558202,2021-06-27 13:24:00,17841.0,United Kingdom,-3,-7.45,ND,2021,6,27,13,domingo
536614,2020-12-02 09:44:00,17850.0,United Kingdom,12,22.2,F,2020,12,2,9,miércoles
559525,2021-07-10 10:30:00,16923.0,United Kingdom,214,391.52,F,2021,7,10,10,sábado
C543643,2021-02-10 17:44:00,16161.0,United Kingdom,-12,-28.75,ND,2021,2,10,17,miércoles
536920,2020-12-03 12:01:00,,United Kingdom,58,69.3,F,2020,12,3,12,jueves
560714,2021-07-20 13:10:00,14456.0,United Kingdom,20,26.25,F,2021,7,20,13,martes
548746,2021-04-04 12:11:00,12471.0,Germany,40,50.0,F,2021,4,4,12,domingo
566248,2021-09-11 12:06:00,13272.0,United Kingdom,72,140.96,F,2021,9,11,12,sábado
C577364,2021-11-18 16:18:00,14140.0,United Kingdom,-2,-15.0,ND,2021,11,18,16,jueves
565475,2021-09-05 10:47:00,14156.0,EIRE,5034,7480.06,F,2021,9,5,10,domingo
565424,2021-09-04 12:24:00,15215.0,United Kingdom,92,300.04,F,2021,9,4,12,sábado
540350,2021-01-06 14:14:00,18283.0,United Kingdom,61,108.45,F,2021,1,6,14,miércoles
553612,2021-05-18 10:48:00,17556.0,United Kingdom,101,157.9,F,2021,5,18,10,martes
540274,2021-01-06 11:59:00,14618.0,United Kingdom,92,211.8,F,2021,1,6,11,miércoles
550996,2021-04-26 08:57:00,16681.0,United Kingdom,260,314.92,F,2021,4,26,8,lunes
581580,2021-12-09 12:20:00,12748.0,United Kingdom,82,94.11,F,2021,12,9,12,jueves
C554519,2021-05-24 16:59:00,13549.0,United Kingdom,-1,-2.08,ND,2021,5,24,16,lunes
573987,2021-11-02 11:14:00,,United Kingdom,1,0.0,F,2021,11,2,11,martes
574149,2021-11-03 11:29:00,13709.0,United Kingdom,293,774.9,F,2021,11,3,11,miércoles
544408,2021-02-18 13:29:00,16726.0,United Kingdom,106,61.0,F,2021,2,18,13,jueves
540273,2021-01-06 11:57:00,17368.0,United Kingdom,711,563.15,F,2021,1,6,11,miércoles
578993,2021-11-27 15:38:00,15987.0,United Kingdom,182,244.86,F,2021,11,27,15,sábado
581395,2021-12-08 13:18:00,16892.0,United Kingdom,35,123.12,F,2021,12,8,13,miércoles
543279,2021-02-06 14:46:00,17105.0,United Kingdom,359,319.4,F,2021,2,6,14,sábado
C546204,2021-03-10 11:13:00,13599.0,United Kingdom,-25,-11.8,ND,2021,3,10,11,miércoles
577813,2021-11-22 09:06:00,14297.0,United Kingdom,458,580.38,F,2021,11,22,9,lunes
545103,2021-02-28 11:57:00,15039.0,United Kingdom,2,11.9,F,2021,2,28,11,domingo
552245,2021-05-06 19:42:00,12748.0,United Kingdom,14,108.87,F,2021,5,6,19,jueves
C546416,2021-03-13 10:48:00,14800.0,United Kingdom,-8,-10.5,ND,2021,3,13,10,sábado
542905,2021-02-01 15:11:00,12540.0,Spain,193,288.98,F,2021,2,1,15,lunes
574705,2021-11-06 14:06:00,14553.0,United Kingdom,21,194.4,F,2021,11,6,14,sábado
564951,2021-08-31 13:35:00,,United Kingdom,1,8.25,F,2021,8,31,13,martes
565141,2021-09-01 13:40:00,17841.0,United Kingdom,212,354.39,F,2021,9,1,13,miércoles
576185,2021-11-14 11:25:00,,United Kingdom,-130,0.0,F,2021,11,14,11,domingo
C562796,2021-08-09 14:27:00,13694.0,United Kingdom,-1,-64.0,ND,2021,8,9,14,lunes
560246,2021-07-17 12:17:00,14292.0,United Kingdom,328,1353.1,F,2021,7,17,12,sábado
554026,2021-05-20 13:34:00,13324.0,United Kingdom,376,648.72,F,2021,5,20,13,jueves
C549968,2021-04-13 14:24:00,14064.0,United Kingdom,-432,-155.52,ND,2021,4,13,14,martes
568135,2021-09-23 17:04:00,,United Kingdom,664,1934.53,F,2021,9,23,17,jueves
574952,2021-11-08 09:47:00,13924.0,United Kingdom,123,172.33,F,2021,11,8,9,lunes
564095,2021-08-23 10:31:00,14930.0,Channel Islands,52,165.58,F,2021,8,23,10,lunes
577298,2021-11-18 12:49:00,14299.0,United Kingdom,497,525.55,F,2021,11,18,12,jueves
557886,2021-06-23 13:39:00,17799.0,United Kingdom,233,580.04,F,2021,6,23,13,miércoles
536884,2020-12-03 11:42:00,14589.0,United Kingdom,5,39.75,F,2020,12,3,11,jueves
572676,2021-10-25 13:30:00,16258.0,United Kingdom,649,1462.45,F,2021,10,25,13,lunes
557126,2021-06-16 19:21:00,18168.0,United Kingdom,83,115.15,F,2021,6,16,19,miércoles
557118,2021-06-16 17:05:00,14849.0,United Kingdom,254,364.16,F,2021,6,16,17,miércoles
562885,2021-08-10 11:30:00,14024.0,United Kingdom,51,65.25,F,2021,8,10,11,martes
576906,2021-11-17 09:33:00,18225.0,United Kingdom,575,616.48,F,2021,11,17,9,miércoles
C578274,2021-11-23 13:42:00,17828.0,Malta,-8,-30.81,ND,2021,11,23,13,martes
552248,2021-05-06 19:49:00,12748.0,United Kingdom,3,7.15,F,2021,5,6,19,jueves
556314,2021-06-10 10:47:00,,United Kingdom,-84,0.0,F,2021,6,10,10,jueves
560997,2021-07-22 13:59:00,12627.0,Germany,426,768.02,F,2021,7,22,13,jueves
551567,2021-05-03 11:12:00,,United Kingdom,13,0.0,F,2021,5,3,11,lunes
569702,2021-10-05 16:09:00,14396.0,United Kingdom,186,377.64,F,2021,10,5,16,martes
580372,2021-12-02 17:04:00,16359.0,United Kingdom,91,110.73,F,2021,12,2,17,jueves
543121,2021-02-03 13:58:00,12662.0,Germany,184,336.7,F,2021,2,3,13,miércoles
565240,2021-09-02 10:05:00,17949.0,United Kingdom,372,1047.12,F,2021,9,2,10,jueves
539338,2020-12-17 10:54:00,17404.0,Sweden,3714,2646.3,F,2020,12,17,10,jueves
C577390,2021-11-18 17:01:00,18276.0,United Kingdom,-1,-6.25,ND,2021,11,18,17,jueves
571439,2021-10-17 13:25:00,17206.0,United Kingdom,76,204.24,F,2021,10,17,13,domingo
566667,2021-09-14 11:34:00,14660.0,United Kingdom,124,156.79,F,2021,9,14,11,martes
538879,2020-12-14 15:50:00,15392.0,United Kingdom,402,338.98,F,2020,12,14,15,lunes
546520,2021-03-14 12:28:00,14911.0,EIRE,498,706.6,F,2021,3,14,12,domingo
C576397,2021-11-15 10:48:00,13081.0,United Kingdom,-3,-29.85,ND,2021,11,15,10,lunes
559981,2021-07-14 11:30:00,14562.0,United Kingdom,246,603.54,F,2021,7,14,11,miércoles
543194,2021-02-04 12:25:00,,United Kingdom,-217,0.0,F,2021,2,4,12,jueves
565426,2021-09-04 12:41:00,12851.0,United Kingdom,109,135.18,F,2021,9,4,12,sábado
578999,2021-11-27 16:08:00,17595.0,United Kingdom,144,230.89,F,2021,11,27,16,sábado
543049,2021-02-03 10:09:00,,United Kingdom,320,0.0,F,2021,2,3,10,miércoles
577158,2021-11-18 09:58:00,16293.0,United Kingdom,135,342.83,F,2021,11,18,9,jueves
C550172,2021-04-14 16:54:00,17440.0,United Kingdom,-3,-1.17,ND,2021,4,14,16,miércoles
569249,2021-10-03 10:15:00,14092.0,United Kingdom,153,351.17,F,2021,10,3,10,domingo
536370,2020-12-01 08:45:00,12583.0,France,449,855.86,F,2020,12,1,8,martes
580561,2021-12-05 10:25:00,,United Kingdom,-9,0.0,F,2021,12,5,10,domingo
572477,2021-10-24 13:39:00,,United Kingdom,-15,0.0,F,2021,10,24,13,domingo
564040,2021-08-22 12:45:00,14560.0,United Kingdom,16,57.2,F,2021,8,22,12,domingo
549983,2021-04-13 15:55:00,16348.0,United Kingdom,77,157.29,F,2021,4,13,15,martes
567628,2021-09-21 13:01:00,14060.0,United Kingdom,646,738.58,F,2021,9,21,13,martes
558389,2021-06-29 10:18:00,14383.0,United Kingdom,201,242.09,F,2021,6,29,10,martes
567917,2021-09-22 17:19:00,14298.0,United Kingdom,2235,1364.61,F,2021,9,22,17,miércoles
579121,2021-11-28 12:01:00,17299.0,United Kingdom,69,91.06,F,2021,11,28,12,domingo
C549533,2021-04-08 17:08:00,12408.0,Belgium,-3,-14.85,ND,2021,4,8,17,jueves
565324,2021-09-02 13:18:00,13232.0,United Kingdom,105,169.85,F,2021,9,2,13,jueves
567208,2021-09-19 11:01:00,,United Kingdom,2,0.0,F,2021,9,19,11,domingo
575048,2021-11-08 12:12:00,,United Kingdom,-15,0.0,F,2021,11,8,12,lunes
548148,2021-03-29 12:31:00,17931.0,United Kingdom,164,297.2,F,2021,3,29,12,lunes
580658,2021-12-05 13:44:00,17090.0,United Kingdom,122,224.04,F,2021,12,5,13,domingo
580308,2021-12-02 14:30:00,14250.0,United Kingdom,138,240.22,F,2021,12,2,14,jueves
563177,2021-08-12 14:03:00,17293.0,United Kingdom,1,65.0,F,2021,8,12,14,jueves
571622,2021-10-18 10:58:00,14798.0,United Kingdom,46,76.34,F,2021,10,18,10,lunes
578029,2021-11-22 13:33:00,16985.0,United Kingdom,285,860.7,F,2021,11,22,13,lunes
543907,2021-02-14 12:16:00,17346.0,United Kingdom,62,105.57,F,2021,2,14,12,domingo
553205,2021-05-16 08:13:00,15813.0,United Kingdom,234,533.26,F,2021,5,16,8,domingo
577393,2021-11-18 17:06:00,14031.0,United Kingdom,806,2068.09,F,2021,11,18,17,jueves
C560589,2021-07-19 15:50:00,15249.0,United Kingdom,-17,-22.65,ND,2021,7,19,15,lunes
552972,2021-05-12 13:43:00,16043.0,United Kingdom,85,224.54,F,2021,5,12,13,miércoles
554997,2021-05-29 15:35:00,16746.0,United Kingdom,226,321.96,F,2021,5,29,15,sábado
560600,2021-07-19 17:04:00,,United Kingdom,-2834,0.0,F,2021,7,19,17,lunes
576326,2021-11-14 15:18:00,16504.0,United Kingdom,524,484.38,F,2021,11,14,15,domingo
568150,2021-09-25 11:39:00,16689.0,United Kingdom,64,128.44,F,2021,9,25,11,sábado
557670,2021-06-22 10:11:00,12798.0,Japan,2256,1607.04,F,2021,6,22,10,martes
562460,2021-08-05 11:19:00,17841.0,United Kingdom,169,245.83,F,2021,8,5,11,jueves
C579739,2021-11-30 14:28:00,16956.0,United Kingdom,-2,-16.4,ND,2021,11,30,14,martes
576388,2021-11-15 10:00:00,17510.0,United Kingdom,214,308.48,F,2021,11,15,10,lunes
C569320,2021-10-03 12:19:00,15301.0,United Kingdom,-4,-34.9,ND,2021,10,3,12,domingo
542541,2021-01-28 14:25:00,,United Kingdom,345,1551.56,F,2021,1,28,14,jueves
555836,2021-06-07 12:36:00,13098.0,United Kingdom,469,531.36,F,2021,6,7,12,lunes
543273,2021-02-06 11:29:00,16456.0,United Kingdom,247,449.28,F,2021,2,6,11,sábado
581399,2021-12-08 13:27:00,17528.0,United Kingdom,198,200.5,F,2021,12,8,13,miércoles
544905,2021-02-24 13:54:00,17117.0,United Kingdom,68,116.2,F,2021,2,24,13,miércoles
565389,2021-09-02 16:19:00,,United Kingdom,-16,0.0,F,2021,9,2,16,jueves
